country,pop,gdp,unemployment,primary,secondary,tertiary,mortality_infant_rate,life_expectancy,physician,basic_drinking_water,co2,forest_land,broadband,mobile,power,birth_rate,age_15_64,senior,hdi
Brazil,204471759,1.80221E+12,8.43,113.3699722,100.6081696,51.32004166,14,74.994,,97.80356759,2.347365731,60.28671451,12.46258988,126.0879559,,14.472,69.56613409,8.0130436,1
Brunei Darussalam,414914,12930394938,,105.5275497,96.41471863,31.30059052,8.8,75.318,1.7812,99.50997616,14.41262527,72.10626186,8.29704006,111.6838231,,16.365,71.8373033,4.073925,2
Bulgaria,7177991,50781996713,9.14,94.19827271,102.2722702,70.30153656,6.8,74.61463415,4.0332,99.19632731,6.225976043,35.30766396,22.42498723,127.70783,,9.2,65.70743309,20.01883123,2
Burkina Faso,18110616,11832159276,,88.36615753,33.71873093,5.063829899,59.5,59.919,0.0657,50.13713109,0.187735194,23.63450292,0.051649242,79.77028842,,39.437,52.01818557,2.407873964,0
Burundi,10160034,3104394858,,130.9034271,44.34693146,5.133039951,45.9,60.123,0.05,59.58146925,0.040354196,10.8894081,0.027273542,49.18977601,,40.883,52.38346737,2.095850111,0
Cabo Verde,524740,1596800287,31.31,105.4968414,94.72112274,23.06306076,16.7,72.117,0.7814,85.44334237,0.952852841,10.97270471,3.157355124,116.527138,,20.754,65.54884963,4.510779563,0
Cambodia,15521435,18049954289,0.39,117.0784836,,13.13562965,27.2,68.637,,68.44384896,0.55278394,50.11794697,0.537991459,134.3338529,,23.674,64.2786402,4.119180725,0
Cameroon,23298376,32210232912,,116.2104416,59.03208923,16.9623909,57.3,57.583,,63.97399012,0.343800787,43.62184003,0.087761512,77.94823655,,36.964,54.0539964,2.729341386,0
Canada,35702908,1.55651E+12,6.91,102.4850769,110.3565292,64.78695679,4.6,81.9,2.5388,99.22922139,15.65138616,38.71643807,36.40462417,82.61933463,,10.7,67.95488432,16.05363481,3
Central African Republic,4493171,1695825708,,,,,89.7,50.881,0.0721,42.31134542,0.06899359,36.04128543,0.041351652,27.65294881,,36.454,51.96418119,2.831007952,0
Chad,14110971,10950392220,,91.58312988,22.41506004,3.251300097,76.1,53.137,0.0493,44.39909697,0.06874084,3.883418043,0.08034172,38.73436811,,43.73,49.71862681,2.444707045,0
Chile,17969356,2.43919E+11,6.51,100.6848373,101.7809296,85.26672363,6.7,79.646,2.147,99.50649272,4.561654853,23.66553154,15.13376135,129.1440655,,13.369,68.83656301,10.5963971,2
China,1371220000,1.10616E+13,,96.31860352,,46.04042816,9.2,75.928,1.7732,91.76264123,7.169112177,22.31309418,19.69267651,91.835388,,12.07,72.61433377,9.331830172,1
Colombia,47520667,2.93482E+11,8.3,115.2318878,94.7192688,53.28213882,13.4,76.531,1.9742,96.33586812,1.705152834,54.19978369,11.62812593,120.636922,,15.515,67.77563749,7.694694184,1
Comoros,777435,966029542,,,,,54.1,63.471,,80.13200008,0.23153061,18.86620097,0.205807899,54.64019634,,33.328,56.96479656,2.893273169,0
"Congo, Rep.",4856093,11885478502,,,,,38.5,63.097,,71.14958177,0.70838841,64.46559297,,107.4114077,,34.511,55.27628681,2.568915971,0
"Congo, Dem. Rep.",76244532,37917704900,,107.9770813,46.16579056,,73.8,59.254,,42.71817997,0.037904358,58.07640767,0.001311569,49.51538827,,42.808,50.63821747,3.017721504,0
Costa Rica,4847805,56441917653,9,111.2979507,122.7865829,53.05263138,7.7,79.565,1.3794,99.37868682,1.555343088,57.83450842,11.52389824,155.4435575,,14.762,69.16721468,8.683148081,2
Croatia,4203604,50163192883,16.18,100.5792313,98.65386963,66.4910202,4.2,77.27560976,3.1728,,3.968023629,33.96359781,23.29894535,104.3182481,,8.9,66.21314502,19.24588353,2
Cuba,11324777,87133000000,2.4,99.48757935,97.89115143,36.11420059,4.2,78.561,7.769,95.87179647,2.427420867,30.58597502,0.072027883,29.45174834,,10.822,69.27860239,14.04653211,1
Cyprus,1160987,19842404305,14.91,99.30011749,99.77831268,60.10123062,2.2,80.35,2.6236,99.78851757,5.839858672,18.69155844,30.72497937,130.9823176,,11.011,70.27145054,12.83298234,3
Czech Republic,10546059,1.88033E+11,5.05,99.51667786,105.0893021,64.48162842,2.5,78.57804878,3.9516,99.88009269,9.575140818,34.5601606,27.79469536,117.4805076,,10.5,66.89083524,17.99497745,3
Cote d'Ivoire,23226148,45814637971,,90.65904236,42.45389175,8.794380188,65.3,56.065,,71.0757669,0.411605058,10.69544025,0.472342739,109.3922913,,36.438,54.63863285,2.800094704,0
Denmark,5683483,3.02673E+11,6.28,101.4564438,130.2518616,82.12949371,3.5,80.70243902,3.9257,99.99999785,5.911867775,15.617,42.27616351,124.4441651,,10.2,64.10939592,19.0474441,3
Djibouti,913998,2430274292,,70.13204193,46.76042175,,54.3,64.136,,75.78704503,0.590810921,0.241587575,2.643893334,34.3930424,,22.921,65.12697581,4.315131516,0
Dominica,71175,540737037,,116.1912079,94.25424194,,27.3,,,95.42065606,2.528977871,63.82666667,21.29581501,108.5287217,,,,,1
Dominican Republic,10281675,71164825257,7.61,111.4053574,79.97901917,51.74710846,26,73.241,,96.0993385,2.280756783,43.54481474,6.673102061,85.56234973,,20.32,64.66184515,6.509724092,1
Ecuador,16212022,99290381000,3.62,107.6838379,104.0310593,44.89223099,13,76.143,2.0648,93.0637795,2.511716305,51.61531648,9.175858406,79.84070461,,20.432,64.33873755,6.602452995,1
"Egypt, Arab Rep.",92442549,3.29367E+11,13.05,,,35.02812958,19.9,71.302,0.8217,99.10671754,2.444220788,0.048641318,4.139230391,101.7022519,,28.182,61.58430923,5.102212296,1
El Salvador,6325121,23438240000,4,102.6575699,75.33540344,27.97005081,13.2,72.412,,95.56213774,1.106698196,29.26544402,5.580934065,147.5723164,,18.734,63.87187034,7.756385487,0
Equatorial Guinea,1168575,13185496881,,61.7751503,,,68.1,57.359,,64.17860165,6.110005776,88.77789661,0.325098753,45.64013391,,34.768,59.93669175,2.535496437,0
Eritrea,,,,76.16100311,51.82041931,3.476500034,34,64.664,,51.46509353,0.194446721,10.60455446,0.01495744,14.20956809,,32.191,,,0
Estonia,1315407,22881558192,6.19,97.14640808,111.0414276,72.1676178,2.5,77.5902439,3.4152,99.75130757,11.68459648,55.69381182,29.671374,144.7205063,,10.6,65.04749777,18.82204018,3
Eswatini,1104038,4063245671,,119.2153778,76.03504944,,45.9,55.359,,66.70395522,0.932938902,28.5755814,0.543456601,85.23211031,,27.579,56.94999475,3.951382372,0
Ethiopia,100835453,64589334979,,100.971489,34.93946838,9.584710121,43.1,65.048,,42.0700672,0.127732852,15.43780939,0.474039598,41.96106195,,33.635,54.37154756,3.453409216,0
Fiji,868632,4682546863,,106.7164612,,,20.6,67.103,0.86,94.26255867,1.738365614,60.57033388,1.465991732,111.2042338,,21.983,65.17953045,4.972790392,1
Finland,5479531,2.3444E+11,9.38,100.560791,150.0198669,87.67987061,2,81.4804878,3.3309,99.99999666,7.814537412,73.73564542,31.56100156,134.9395252,,10.1,63.36096879,20.24437697,3
France,66548272,2.43821E+12,10.35,101.9896393,103.3960419,62.78593063,3.5,82.32195122,3.2239,100,4.666086597,30.74748382,41.68450907,103.4564614,,12,62.76647242,18.88111529,3
Gabon,1947690,14383107714,,,,,35.8,64.913,,83.85848655,2.813589432,91.55120891,0.568982885,144.8670371,,32.927,60.04053015,3.626611271,1
"Gambia, The",2085860,1378176868,,90.04512787,,,39.8,60.91,0.1021,79.2101665,0.254091837,26.81225296,0.171296252,130.1943563,,39.719,52.84261647,2.653629678,0
Georgia,3725276,14953950557,16.51,102.7534714,99.35391235,46.48112869,9.4,72.973,5.0055,95.75472951,2.469615674,40.61591596,15.79560373,137.9343335,,14.078,66.68471588,14.34892499,2
Germany,81686611,3.35624E+12,4.62,101.66745,98.82263947,67.74687195,3.3,80.64146341,4.1342,100.0000024,9.087290939,32.73232815,37.54542249,117.8176431,,9,65.56447055,21.21859072,3
Ghana,27849203,49406568433,6.81,108.3378906,67.90666962,15.69071007,38.8,62.772,,80.15796123,0.543283052,34.63320735,0.262599956,125.7069529,,30.714,58.80449011,3.003791311,0
Greece,10820883,1.95605E+11,24.9,99.52629852,102.2004013,,3.9,81.03658537,5.2527,100.0000046,6.285069342,30.27,32.26186355,117.8887779,,8.5,64.61915148,20.82100424,3
Grenada,109603,997007925.9,22.9,118.5521622,111.7527008,95.62065887,14.2,72.445,,95.62865044,2.46343622,52.05882353,18.02662433,109.2774569,,17.074,67.17397057,9.584941468,1
Guatemala,15567419,62186186576,2.51,101.5126877,54.1973381,21.78329086,23.7,73.25,,92.13403385,1.049628073,33.46211273,2.829404762,111.4995795,,25.627,59.26100031,4.507320106,0
Guinea,11432096,8794202444,,,,9.360919952,68.7,59.598,0.0855,63.61538954,0.222181479,26.00113951,0.008747308,94.15602819,,37.583,52.08652173,2.879727658,0
Guinea-Bissau,1737207,1048229629,,,,,59.2,56.959,0.2038,58.76434762,0.161178259,71.91358464,0.060499585,71.29240008,,36.819,54.65109987,2.671422207,0
Guyana,767433,4279840194,,,,,27.4,69.262,,95.16185695,2.671242962,93.78389637,6.995668672,70.70307206,,20.629,64.92484025,5.742788938,0
Haiti,10695540,14833154472,,,,,53.2,62.485,0.0852,64.56748594,0.31040976,13.16582003,0.012603382,68.25273558,,25.581,60.98774611,4.637614438,0
Honduras,9112904,20833948800,6.15,92.7776413,50.7145195,20.39551926,16.5,74.495,,93.25441071,1.083079554,57.76950576,2.165925813,88.31847018,,22.433,61.94650538,4.331259061,0
"Hong Kong SAR, China",7291300,3.09384E+11,3.31,110.2267609,102.2444611,69.54380798,,84.27804878,,100,,,32.67233937,232.7365615,,8.2,73.64606103,15.18638474,3
Hungary,9843028,1.2521E+11,6.81,102.325119,103.0306168,48.96213913,4.3,75.56829268,3.1178,99.97052896,4.407180392,22.58185404,27.80543475,101.2544484,,9.4,68.08257746,17.46880191,2
Iceland,330815,17517210519,3.98,98.62542725,119.0788803,75.76605988,1.8,82.46829268,3.7826,100.0000023,6.227045327,0.480399002,37.68013251,116.2534861,,12.5,65.97293508,13.71414383,3
India,1310152392,2.10359E+12,,108.4852295,73.8656311,26.76898956,34.9,68.607,,88.13813263,1.641198393,23.82222461,1.293189247,76.40759943,,18.625,65.94416405,5.614635659,0
Indonesia,258383257,8.60854E+11,4.51,105.9602432,86.12274933,33.25072098,23.3,70.768,0.2738,88.52735296,1.899658692,52.45610161,1.541508557,131.1804585,910,19.165,67.16559219,5.38343514,1
"Iran, Islamic Rep.",78492208,3.84951E+11,11.17000008,108.9007034,85.86942291,72.96105194,13.8,75.796,1.1526,96.80698708,7.672481325,6.564490778,8.419512687,94.55563842,,19.066,70.31185322,5.807691884,1
Iraq,35572269,1.66774E+11,,,,,24.6,69.929,,94.2475933,4.559450509,1.900361184,,94.34036257,,31.109,57.58574075,3.103628977,0
Ireland,4701957,2.91463E+11,9.91,101.184639,116.9898682,77.23214722,3.2,81.45365854,3.1498,97.37212799,7.866937107,10.95471041,28.14590241,105.3646002,,13.9,65.33622788,12.79107132,3
Israel,8380100,3.00078E+11,5.25,105.6239624,103.6597519,65.4868927,3.2,82.05121951,3.4618,100.0000015,7.892507249,7.624768946,27.23573007,132.4812089,,21.3,60.91262883,11.22628467,3
Italy,60730582,1.8359E+12,11.9,100.3867493,102.2562714,60.93946075,3,82.54390244,3.8479,99.91703407,5.56325971,31.60766982,24.59646983,144.756385,,8,64.33598201,21.94864567,3
Jamaica,2891024,14188935948,13.51,,80.908638,27.13060951,13.4,74.098,0.4147,90.41679629,2.521597884,53.32040628,7.917272133,108.5157458,,16.633,66.89031315,8.510730292,1
Japan,127141000,4.44493E+12,3.4,,,,2,83.79390244,,98.92280548,9.292832367,68.43347051,30.37273009,125.4518632,,8,60.99128482,26.01933226,3
Jordan,9266573,38587017887,13.08,,,36.63100052,15.1,74.078,2.8078,99.00678491,2.73671831,1.09822032,3.34239997,148.9004082,,24.274,60.26763934,3.755627079,1
Kazakhstan,17542806,1.84388E+11,4.93,111.6400833,110.3012695,46.37350845,10.5,71.97,,95.02533441,11.77918743,1.22549031,13.09468418,149.7227182,,22.71,66.54297947,6.758814697,2
Kenya,47878339,70120413329,,103.6615677,,9.229559898,35.3,64.798,,58.19692798,0.356946384,6.189004463,0.28218817,78.77455056,,30.688,56.45571517,2.101040019,0
Kiribati,110927,171117816.7,9.33,105.5511322,,,44.6,67.291,,73.84809659,0.540896265,1.456790123,0.105471919,36.9602452,,28.98,61.4432525,3.550887947,0
"Korea, Rep.",51014947,1.46577E+12,3.55,98.78453827,100.0077972,94.33984375,3,82.02439024,2.2494,99.47274641,11.88886857,65.03155626,39.40023682,115.9612246,,8.6,73.35891973,12.859361,3
Kuwait,3835588,1.14567E+11,2.2,102.5897369,97.82772064,55.14833069,7.5,75.13,2.6463,100,22.9534559,0.350729517,1.433938082,199.832125,,16.086,76.67673639,2.118891196,2
Kyrgyz Republic,5956900,6678178340,7.56,105.4100723,91.06977081,46.66786957,19.9,70.65121951,,88.44176125,1.7240511,6.526642336,3.549533564,127.1905538,,27.4,64.16486593,4.335219909,1
Lao PDR,6741160,14426381187,,113.9655991,63.42557144,18.16503906,42,66.546,,77.46057221,1.284645373,72.65164645,0.215838096,55.28959094,,24.71,62.55148221,3.836325596,0
Latvia,1977527,27252128627,9.87,99.39331818,112.3566513,74.29988098,4.2,74.4804878,3.1656,98.52511728,3.701592949,54.58619025,25.20446279,129.6507839,,11.1,65.38709519,19.51860013,2
Lebanon,6532681,50065946086,,,,,7.1,78.768,2.103,91.22432251,4.140719561,13.71749756,,71.29772813,,17.737,66.3349089,6.32731324,1
Lesotho,2059011,2359759799,,116.6345215,60.67609024,10.18686962,71.9,51.038,,70.5456894,1.083044238,1.137022398,0.10014468,103.9397364,,27.799,61.79592146,4.801456615,0
Liberia,4472229,3227075700,,95.33271027,37.9034996,,66.1,62.269,0.0376,72.56979194,0.281738703,80.65552326,0.156521467,81.65948531,,34.297,54.73222531,3.176334849,0
Libya,6418315,27842131480,,,,,11.4,72.121,1.8943,97.28161516,8.388494488,0.123327688,0.950405208,151.8635343,,20.465,66.89339803,4.238682583,1
Liechtenstein,37465,6268391521,,105.6654205,116.1234436,33.54204178,,82.65609756,,100,4.270652609,41.875,41.88951161,109.2874299,,8.7,,,3
Lithuania,2904910,41418872976,9.12,102.0892563,107.6729279,69.74053955,4,74.32195122,4.2993,96.60413858,3.810789319,34.90822027,28.42196816,142.7088762,,10.8,66.71974979,18.6855533,3
Luxembourg,569604,60047430684,6.67,98.97225189,102.3193588,19.77630997,2.4,82.29268293,2.9222,99.92517066,16.02867957,36.50205761,34.46018552,142.3577966,,10.7,69.62792528,13.99422311,3
Madagascar,24234080,11323020829,1.79,147.3141937,38.51202011,4.806190014,40.7,65.539,,48.89177354,0.136997154,21.47798212,0.097771371,44.12695456,,33.392,55.52256805,2.834053421,0
Malawi,16745305,6373212641,,146.3968201,40.77254105,0.818660021,37.3,61.953,,66.15495914,0.071661878,26.00445482,0.034965029,39.21521754,,35.839,52.27595464,2.636028742,0
Malaysia,30270965,3.01355E+11,3.1,103.8186722,84.9344635,45.59270859,6.9,75.461,1.5358,97.05220256,7.682279042,59.2427941,10.12125085,145.6973848,,17.024,68.93482936,5.975574876,2
Maldives,454914,4109424800,,101.5349426,,,8.7,77.691,2.8863,98.81424429,2.967593875,2.733333333,5.094358287,162.6215886,,16.421,74.84343229,3.938977611,1
Mali,17438772,13104764334,7.73,75.68318176,41.72013855,5.503170013,67,57.509,,74.39951222,0.195541292,10.89666363,0.020064479,130.1634495,,43.226,49.52097561,2.530962892,0
Malta,445053,11091434484,5.38,103.549202,94.90859222,47.12258148,6.1,81.89756098,2.8598,100,3.70742361,1.09375,37.64308895,120.8972712,,9.7,66.98096453,18.79121411,3
Marshall Islands,57444,183814300,,87.51461029,66.36650848,,29.3,,,88.34252362,2.611238772,52.22222222,1.740977385,26.98514946,,,,,3
Mauritania,4046304,6166857629,,104.5110321,31.41934967,5.612140179,55,63.936,0.171,66.9733094,0.729060397,0.32991171,0.238192858,90.06949804,,34.991,56.37637932,3.116204158,0
Mauritius,1262605,11692287066,7.41,102.9205399,97.36966705,37.41527939,12.7,74.35317073,2.0246,99.86648182,3.136372817,18.86699507,15.67343361,139.9254916,,10.1,70.64565971,9.95405953,2
Mexico,121858251,1.17187E+12,4.31,106.6061096,100.8327408,31.8190403,13.9,74.904,2.3246,98.02544354,3.87819451,34.12171609,12.11053419,88.37175565,,18.573,65.63931515,6.724716186,1
"Micronesia, Fed. Sts.",108886,316489900,,97.17474365,,,27.8,67.315,,88.30815668,1.377587569,91.81428571,3.009320905,20.66669728,,23.213,63.75958492,3.441847651,0
Moldova,2834530,7745231660,4.7,105.689743,105.0630798,52.1283493,13.4,71.478,2.4836,88.5760319,2.829393233,11.75182482,13.12779129,91.21617904,,10.609,74.15911268,10.04895964,1
Mongolia,2998433,11619892396,4.86,100.3623734,,68.04701233,17.3,69.111,3.2194,80.81301209,5.769680363,9.104691498,6.938510338,102.3251098,,25.849,67.27377145,3.86434408,1
Montenegro,622159,4052913386,17.54999924,95.40309143,92.6951828,,3.1,76.452,2.3764,97.39129537,3.793242563,61.48698885,17.92693586,160.7592877,,11.837,67.71862778,13.7829449,2
Morocco,34663608,1.0118E+11,9.46,109.5239716,,28.40354919,21.7,75.726,,83.75113288,1.821795354,12.73737396,3.31048391,124.279337,,20.31,65.88659869,6.376659691,0
Mozambique,27042001,15950969019,3.43,108.6291428,33.56938934,6.659150124,61.5,57.206,0.0408,51.17617521,0.208564448,48.24639487,0.157421777,74.45799316,,38.607,51.67990521,2.899940618,0
Myanmar,52680724,63045306514,0.77,,,,40.7,65.81,,73.5874705,0.360853051,45.92460342,0.062491546,77.81539875,,18.041,67.01409544,5.168514572,0
Namibia,2314901,11335179562,,,,20.59754944,33.3,62.119,,82.52413515,1.844571323,8.495123225,3.041508417,110.1478506,,29.904,59.35347643,3.741321454,0
Nepal,27015033,24360795410,3.1,144.1776733,67.84368896,14.96646023,29.7,69.515,,87.80846759,0.239126119,41.59072201,1.12050584,101.854612,,20.844,61.10603019,5.540556293,0
Netherlands,16939923,7.65265E+11,6.87,102.6976013,133.5458527,80.5699234,3.4,81.5097561,3.4917,99.99999856,9.333572532,10.83546184,41.49775609,122.8506375,,10.1,65.32420021,17.9201888,3
New Zealand,4609400,1.78064E+11,5.41,97.94277954,114.7460938,80.56337738,4.5,81.45682927,3.2961,99.99999735,6.983555343,37.3955034,31.44197505,121.3557518,,13.23,65.38199323,14.64716249,3
Nicaragua,6223234,12756706583,4.7,,,,16.6,73.649,0.9312,81.35312854,0.846826586,32.47074954,1.868930011,116.7261909,,21.859,63.97330008,4.750290845,0
Niger,20001663,9683867894,,71.59590912,20.09321976,3.299669981,51.9,60.631,0.0472,45.48245806,0.09849181,0.901397332,0.135928698,44.79127561,,47.502,47.25925539,2.57546085,0
Nigeria,181137454,4.86803E+11,4.31,,46.7820015,,79.5,53.112,,68.77975546,0.597060396,24.64228071,0.008660826,83.26830849,,39.359,53.13394776,2.735548091,0
North Macedonia,2079335,10064515432,26.07,93.89246368,81.89321899,41.14332962,11.4,75.406,2.8736,97.47233283,3.597303946,39.42902458,17.5259026,100.2046334,,11.166,70.64027417,12.52019883,1
Norway,5188607,3.85802E+11,4.3,99.90493011,114.6460419,77.9589386,2.2,82.30487805,2.6474,100.0000012,7.447085509,33.24564399,39.43316674,109.905197,,11.3,65.73465009,16.3030334,3
Oman,4267341,68420257567,,108.3045731,103.2984238,39.23263931,9.6,76.887,2.0889,90.23848564,16.00528292,0.009693053,5.465549095,155.7561043,,20.697,75.88678027,2.279471934,2
Pakistan,199426953,2.70556E+11,3.57,85.08992004,39.60364914,9.225899696,62.1,66.577,0.9262,89.45498234,0.820300353,5.101442507,0.899175801,63.13069982,,29.124,59.75335662,4.309978364,0
Palau,17665,280457700,,,,,17.9,,,99.63015085,12.45400509,89.10869565,6.928955562,134.4070195,,13.7,,,2
Panama,3968490,54091713776,3,96.07713318,75.83184052,47.26562881,14.6,77.776,,92.90436561,2.696239628,57.62155963,7.966965748,144.6881141,,19.863,64.60106837,7.557288206,1
Papua New Guinea,8107772,21723531173,,,,,39.9,63.466,,41.48550844,0.793066209,79.54869249,0.185007601,43.90847057,,27.993,59.9536741,3.249547502,2
Paraguay,6688746,36211372703,4.56,,,,18.9,73.662,,96.83621453,0.952345926,44.0446514,3.216372695,110.8127891,,21.198,63.68411956,5.880997724,0
Peru,30470739,1.89805E+11,3.27,100.2368469,97.59812927,,12.2,75.792,,90.28200304,1.766284697,57.18322656,6.56189969,112.3563679,,18.544,64.59269737,7.325602987,1
Philippines,102113206,3.06446E+11,3.07,112.2509308,87.85105896,,23.5,70.644,,92.01770102,1.113176292,23.52399638,2.839985094,115.3994392,,22.273,63.1159012,4.602141983,1
Poland,37986412,4.77812E+11,7.5,,107.7431183,66.94615173,4.2,77.45121951,2.3252,99.23206988,7.609299873,30.76521114,19.10272627,143.3904315,,9.7,69.42422084,15.73148386,1
Portugal,10358076,1.99314E+11,12.44,106.9626312,118.7691803,61.75632858,3,81.12439024,4.7487,99.90468984,4.812669843,36.15499489,30.30557125,112.9851121,,8.3,65.15130516,20.7619418,3
Qatar,2565708,1.6174E+11,0.17,102.5765228,,14.70129013,6.7,79.758,,99.69150138,32.47056953,0,9.267376282,145.7868972,,10.033,85.56762066,0.998515031,2
Romania,19815616,1.77729E+11,6.81,89.17204285,92.92756653,46.72668839,7.6,74.91219512,,100,3.678916669,29.99374131,21.39068791,116.0341126,,10.2,67.50843092,16.9654269,2
Russian Federation,144096870,1.36348E+12,5.57,99.07290649,102.1796188,79.93813324,7,71.18341463,3.7494,96.52715543,10.80890931,49.76106301,18.54085073,156.7665611,,12.8,69.56930603,13.55387611,2
Rwanda,11369066,8539048448,,139.6243591,37.85200882,7.61135006,30.9,67.45,0.1129,57.12177402,0.081800915,10.94446696,0.185811136,77.04779924,,32.604,56.71962995,2.688909235,2
St. Kitts and Nevis,51204,923155555.6,,108.3019638,107.8691025,86.68148804,14.1,,2.6758,98.61185413,4.687133818,42.30769231,31.98250103,142.5873484,,,,,0
St. Lucia,179131,1808079889,,101.1423798,88.51898956,16.3260498,18.6,75.596,,95.56809428,2.12135253,34.04918033,15.86927638,104.8094637,,12.389,71.00197626,9.233165481,1
St. Vincent and the Grenadines,109135,755400000,,110.2202377,107.4255905,23.66991997,15.2,72.095,,95.1452199,2.015851927,73.17948718,15.53853483,103.8690585,,14.78,67.03924946,9.24158024,1
Samoa,193510,787958585.9,,106.3727875,94.03806305,,14.5,72.73,,91.32139736,1.240245982,57.97526502,1.076930232,62.27850325,,25.427,56.66854423,4.50667397,1
Sao Tome and Principe,199439,316066072.3,,105.2665863,82.49925232,13.38451958,26.8,69.377,0.3159,77.12422979,0.601687734,57.29166667,0.658871194,92.7489069,,32.95,53.78023587,2.879176862,1
Saudi Arabia,31717676,6.5427E+11,5.59,110.3930206,116.4622726,61.05635071,7.2,74.651,,99.54802638,17.69171234,0.454484135,19.97485187,166.4563349,,19.41,71.15644098,3.020713976,0
Senegal,14578450,17774766636,6.76,84.93398285,50.93555069,10.75214005,36.4,66.747,0.2074,78.60209362,0.636556012,42.94478783,0.690134671,102.6135684,,36.318,53.4647935,3.06146898,2
